2M++,2M++,"Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances","Cosmicflows-3 Distances"
pgc,Ks,Vcmb,Dist,Nd,RAJ,DeJ
%7s,%5.2f,%5d,%6.2f,%1d,%8s,%9s
---,mag,km/s,Mpc,,hms,damas
"The Catalogue of Principal Galaxies (PGC) Number","Apparent Ks 20 mag/as^2 isophote magnitude adjusted for cosmological surface brightness dimming, extinction, filter redshift response, and stellar evolution, as defined by Lavaux and Hudson","Velocity in Cosmic Microwave Background frame","Luminosity distance (weighted average if more than one source)","Number of distance sources","Right Ascension (J2000)","Declination (J2000)"
131493,11.96,7407,,,,
131495,12.14,14471,,,,
131499,12.00,23765,,,,
131502,11.94,14753,,,,
131505,11.81,15585,,,,
131511,11.74,8955,,,,
131512,12.09,8784,,,,
131514,12.00,16823,,,,
131515,11.30,8778,,,,
131516,12.24,8960,,,,
131517,11.64,8990,,,,
131520,11.09,9076,,,,
131521,11.16,8330,,,,
131526,12.35,7502,137.40,1,211315.4,-373213
131527,12.09,25684,,,,
131532,11.35,9358,,,,
131533,11.67,13713,,,,
131535,11.79,24426,,,,
131539,11.77,13707,,,,
131541,12.21,11462,,,,
131542,11.60,22776,,,,
131543,12.23,22756,,,,
131544,11.65,18206,,,,
131545,12.14,5475,,,,
131549,11.73,5280,,,,
131551,10.98,5074,,,,
131553,11.80,17327,,,,
131560,12.16,15837,,,,
131563,12.02,15106,,,,
131564,11.71,24724,,,,
131567,11.99,14908,,,,
131572,11.42,9074,,,,
131573,12.30,12226,,,,
131575,12.46,4944,,,,
131576,12.27,12007,,,,
131578,12.22,9086,,,,
131581,11.56,4219,,,,
131588,12.12,11114,,,,
131590,12.47,31567,,,,
131594,12.35,22776,,,,
131597,11.82,9605,,,,
131601,12.32,5748,,,,
131603,11.89,18845,,,,
131605,10.82,8928,,,,
131606,11.39,8961,,,,
131607,11.67,16730,,,,
131610,11.92,19804,,,,
131617,12.35,19189,,,,
131621,11.73,9229,,,,
131623,11.93,10973,,,,
131624,11.32,10685,,,,
131625,11.97,10590,,,,
131627,10.96,10812,,,,
131628,12.02,10568,,,,
131630,10.92,10650,,,,
131633,11.92,10422,,,,
131635,12.13,9801,,,,
131636,12.49,17852,,,,
131641,12.44,9871,,,,
131642,11.53,9938,,,,
131644,12.14,14325,,,,
131645,11.76,16146,,,,
131651,11.83,18802,,,,
131654,12.30,18195,,,,
131655,12.02,14505,,,,
131656,12.16,16946,,,,
131658,11.96,8004,,,,
131660,11.36,10710,,,,
131661,12.31,18897,,,,
131663,12.26,20173,,,,
131664,12.33,10651,,,,
131665,12.21,10647,,,,
131667,11.80,8494,,,,
131673,12.19,18660,,,,
131674,12.32,9015,,,,
131675,12.12,8830,98.63,1,223504.6,-381518
131677,11.84,12963,,,,
131678,11.94,23583,,,,
131682,12.16,9356,,,,
131683,12.18,17622,,,,
131684,12.47,9339,,,,
131685,12.40,8735,,,,
131689,11.84,21741,,,,
131695,12.37,17191,,,,
131696,12.39,17234,,,,
131708,11.94,17893,,,,
131709,11.68,8087,,,,
131711,12.45,25043,,,,
131713,11.63,8439,107.15,1,225025.4,-373241
131714,12.08,8581,152.76,1,224926.6,-372509
131715,11.85,8145,,,,
131717,12.12,8724,,,,
131720,12.03,17222,,,,
131722,12.38,17784,,,,
131723,11.69,17060,,,,
131724,11.86,16892,,,,
131725,11.50,16849,,,,
131727,11.58,9380,,,,
131730,11.40,12807,,,,
131731,11.76,9708,,,,
131733,11.86,9757,,,,
131735,12.05,12241,,,,
131737,12.41,25813,,,,
131741,12.11,11658,,,,
131744,12.44,15770,,,,
131745,11.98,10857,,,,
131746,12.24,16054,,,,
131749,12.42,15671,,,,
131750,11.28,10537,,,,
131757,12.49,15678,263.03,1,232249.3,-375341
131758,12.30,17436,,,,
131760,11.63,12177,,,,
131764,11.86,15510,,,,
131765,12.00,13495,,,,
131769,11.86,14172,,,,
131771,12.42,16180,,,,
131774,11.23,16235,,,,
131783,11.84,14691,,,,
131786,12.16,19337,,,,
131791,11.55,16546,,,,
131792,12.43,16206,,,,
131793,12.10,12687,,,,
131797,12.04,12645,,,,
131798,12.27,13151,,,,
131799,11.61,12872,,,,
131801,11.98,15375,,,,
131804,12.24,9344,,,,
131808,11.90,12367,,,,
131811,12.47,32687,,,,
131812,12.49,27046,,,,
131816,11.63,15247,,,,
131818,12.47,12580,,,,
131833,12.30,18100,,,,
131836,12.47,14153,,,,
131840,11.89,17040,,,,
131855,11.69,15479,,,,
131857,12.47,15058,,,,
131858,12.37,14293,,,,
131861,12.25,9127,,,,
131863,12.31,8657,,,,
131868,11.93,9029,,,,
131870,12.25,8701,,,,
131880,11.57,8707,,,,
131881,12.30,19125,,,,
131883,12.32,14978,,,,
131887,12.21,8902,,,,
131888,12.24,6828,,,,
131890,11.79,20516,,,,
131899,11.98,14224,,,,
131904,12.19,8834,,,,
131908,12.06,16822,,,,
131911,12.48,13150,,,,
131914,11.54,13500,,,,
131918,11.77,11486,,,,
131920,12.18,14225,,,,
131922,12.27,8089,,,,
131925,12.09,3702,,,,
131927,12.00,10537,,,,
131928,11.36,10117,,,,
131932,11.89,8851,,,,
131946,12.33,21724,,,,
131947,11.95,24601,,,,
131950,12.14,11296,,,,
131959,12.19,18600,,,,
131961,11.99,20263,,,,
131966,12.25,8971,,,,
131968,12.48,10835,174.58,1,014857.4,-344313
131970,12.46,7932,,,,
131972,12.41,7991,,,,
131973,12.03,20095,,,,
131985,11.41,8949,,,,
131992,11.61,9570,,,,
131993,11.69,8092,73.79,1,014407.5,-361127
131994,12.03,7949,,,,
131995,12.36,20538,,,,
131998,11.62,8795,,,,
132000,12.32,9144,,,,
132006,11.43,12247,,,,
132015,12.31,6132,,,,
132016,11.85,18631,,,,
132020,12.14,18199,,,,
132029,12.40,15501,,,,
132030,12.18,10350,,,,
132032,11.92,20176,,,,
132040,11.89,6837,,,,
132044,12.24,16346,,,,
132046,11.90,20738,,,,
132048,12.11,21147,,,,
132053,12.46,23334,,,,
132055,12.32,23681,,,,
132056,11.69,22766,,,,
132057,12.04,23409,,,,
132059,11.98,20169,,,,
132060,12.16,9775,,,,
132068,12.40,13695,,,,
132069,12.11,13042,,,,
132070,11.71,5666,,,,
132082,11.36,6137,,,,
132083,12.16,18912,,,,
132088,12.46,10669,,,,
132096,12.47,25065,,,,
132099,11.20,4346,,,,
132100,11.92,4446,,,,
132101,11.79,10698,,,,
132104,11.80,6166,,,,
132105,12.50,15074,,,,
132109,12.15,15705,,,,
132113,12.39,22545,,,,
132117,12.06,18821,,,,
132118,12.50,29104,,,,
132120,12.03,18491,,,,
132125,11.67,4408,,,,
132127,12.22,19501,,,,
132128,11.95,15209,,,,
132132,11.96,12763,,,,
132137,12.28,16753,,,,
132138,12.26,4303,,,,
132140,12.42,19443,,,,
132141,12.04,20005,,,,
132143,12.31,20416,,,,
132144,12.16,19411,,,,
132145,11.78,13202,,,,
132160,11.77,15984,204.17,1,034701.4,-342626
132162,12.41,15954,,,,
132165,12.31,18397,,,,
132176,12.05,11973,,,,
132177,,,288.40,1,032928.0,-371622
132196,11.76,19867,,,,
132197,11.63,19457,,,,
132205,12.02,22450,,,,
132212,12.19,19443,,,,
132216,12.18,15327,,,,
132217,12.28,17675,,,,
132218,11.48,17708,,,,
132222,12.29,20940,,,,
132223,12.21,21502,,,,
132226,12.28,18214,,,,
132227,11.76,18215,,,,
132229,11.95,13998,,,,
132239,11.76,12297,,,,
132240,11.83,19450,,,,
132245,12.33,10894,,,,
132246,11.85,13906,,,,
132251,12.44,11151,,,,
132255,11.92,14151,,,,
132257,12.23,15043,,,,
132259,11.66,8795,,,,
132261,12.45,12232,,,,
132264,11.60,12570,,,,
132270,12.14,18184,,,,
132274,12.34,23746,,,,
132277,12.11,18043,,,,
132278,11.91,19728,,,,
132286,12.23,17878,,,,
132289,11.46,9049,,,,
132290,12.23,13276,,,,
132293,12.31,13393,,,,
132295,12.11,28860,,,,
132297,12.08,11776,,,,
132300,12.05,17685,,,,
132301,,,252.35,1,044848.9,-370924
132302,12.31,16026,,,,
132304,11.80,13712,,,,
132308,12.35,12420,,,,
132309,12.17,12388,198.61,1,044043.7,-364105
132310,11.57,12355,,,,
132312,12.22,17879,,,,
132313,11.60,11635,,,,
132314,12.03,11715,,,,
132315,12.14,12976,,,,
132316,11.86,11751,,,,
132323,12.48,16939,,,,
132327,12.34,13291,,,,
132328,11.11,11418,134.28,1,210237.0,-353036
132329,11.61,13411,,,,
132330,11.88,13239,,,,
132331,11.42,11692,,,,
132333,11.68,6505,,,,
132334,12.02,11820,,,,
132335,11.95,10724,,,,
132338,12.22,14539,,,,
132339,12.23,12037,,,,
132342,11.75,12541,,,,
132344,11.99,11632,,,,
132348,10.97,8087,,,,
132350,12.40,11254,,,,
132352,12.24,15123,,,,
132353,12.47,23818,,,,
132354,12.12,8489,,,,
132359,12.37,12078,,,,
132361,11.96,11836,,,,
132364,11.77,5064,,,,
132365,11.71,10312,,,,
132367,12.22,15073,,,,
132368,12.02,10476,,,,
132373,11.26,9649,,,,
132375,11.38,15444,,,,
132378,11.62,10026,172.98,1,210754.5,-344617
132381,12.28,34361,,,,
132382,11.95,10215,,,,
132385,12.01,9537,,,,
132388,12.36,8744,,,,
132389,12.08,15045,,,,
132397,11.91,9162,,,,
132398,12.01,12793,,,,
132400,12.30,13369,,,,
132401,11.91,15653,,,,
132402,11.83,13186,,,,
132403,11.55,12659,,,,
132404,11.13,12850,196.79,1,210819.3,-362321
132406,11.68,12562,,,,
132409,12.39,15232,,,,
132417,12.12,20656,,,,
132418,11.08,7314,81.66,1,213425.0,-332507
132419,12.16,12526,,,,
132422,12.44,11775,,,,
132423,12.47,20333,,,,
132424,11.52,11675,,,,
132431,12.01,11180,,,,
132433,12.24,21037,,,,
132434,11.46,5747,,,,
132441,12.44,11513,,,,
132442,12.42,8794,,,,
132450,12.40,22687,,,,
132451,11.82,10415,,,,
132452,12.46,21837,,,,
132453,11.86,19728,,,,
132454,12.42,9347,,,,
132460,11.89,10247,,,,
132461,11.92,4783,,,,
132464,11.94,7875,,,,
132466,12.22,12521,,,,
132467,11.86,13607,,,,
132472,12.20,11029,,,,
132474,11.73,8094,,,,
132476,12.48,8122,,,,
132477,11.62,8140,,,,
132478,12.19,8044,,,,
132486,11.62,4302,,,,
132491,12.36,17452,,,,
132495,11.23,9397,,,,
132496,11.63,16290,,,,
132499,10.63,9439,,,,
132502,11.69,9519,,,,
132503,11.97,19734,,,,
132515,12.32,17478,,,,
132517,11.33,8421,,,,
132518,12.21,17506,,,,
132521,12.35,17423,,,,
132522,12.10,8166,,,,
132523,12.18,17473,,,,
132525,11.92,17476,,,,
132528,12.19,12075,145.21,1,223821.3,-360101
132535,11.46,12769,,,,
132540,11.52,17338,,,,
132544,11.54,8480,,,,
132545,11.63,8083,,,,
132552,11.74,16232,,,,
132553,11.81,12210,,,,
132554,11.71,8322,,,,
132555,12.49,11618,,,,
132556,12.49,20191,,,,
132557,11.82,16322,,,,
132567,11.16,8387,,,,
132570,12.22,8625,,,,
132573,12.22,8763,,,,
132578,11.70,8508,,,,
132580,12.14,8399,,,,
132582,11.80,8385,,,,
132587,12.31,22389,,,,
132590,12.34,17496,,,,
132591,11.41,8331,,,,
132592,11.82,8999,,,,
132599,12.31,10652,,,,
132600,11.77,8032,,,,
132602,12.30,20022,,,,
132603,12.22,8533,,,,
132604,12.39,18280,,,,
132607,11.53,17727,,,,
132608,11.96,16983,,,,
132615,11.92,17844,,,,
132617,12.40,10768,,,,
132619,12.02,16022,,,,
132620,12.30,16098,,,,
132626,12.04,16038,,,,
132635,11.98,18079,,,,
132636,12.06,25586,,,,
132637,11.72,17629,,,,
132639,12.27,10643,175.39,1,231250.2,-371012
132646,12.08,11027,,,,
132647,12.29,15753,,,,
132648,11.54,15342,,,,
132653,12.10,15758,,,,
132654,12.27,15188,,,,
132656,11.94,16864,,,,
132657,12.00,11267,,,,
132660,12.37,16732,,,,
132661,11.94,16818,,,,
132665,12.17,16795,,,,
132670,12.05,11820,,,,
132671,12.37,17937,,,,
132679,11.89,15417,,,,
132681,12.39,16908,,,,
132683,11.71,10880,121.34,1,234428.6,-355502
132685,11.75,15849,,,,
132687,12.26,15334,,,,
132694,12.27,7820,,,,
132695,12.40,17469,,,,
132697,12.44,17926,,,,
132698,12.48,17938,,,,
132699,12.08,18674,,,,
132700,12.06,8241,,,,
132704,12.27,18616,,,,
132705,12.03,17996,,,,
132706,12.22,18580,,,,
132707,12.38,20116,,,,
132708,12.34,21314,,,,
132712,11.77,14840,,,,
132716,12.32,16282,,,,
132717,12.41,8950,,,,
132722,12.22,7658,,,,
132725,12.37,7370,,,,
132731,11.98,8952,,,,
132732,11.83,18465,,,,
132733,12.29,8202,,,,
132735,12.18,8464,,,,
132739,12.15,8820,,,,
132741,11.85,9043,,,,
132742,12.18,18342,,,,
132743,12.45,16284,,,,
132749,11.72,17543,,,,
132750,11.55,8553,,,,
132753,12.01,8615,,,,
132757,11.48,17726,,,,
132758,12.33,13916,,,,
132764,12.29,18731,,,,
132765,12.31,21625,,,,
132766,12.09,32341,,,,
132767,12.21,18209,,,,
132772,12.06,16264,,,,
132773,11.48,16287,,,,
132779,12.38,14542,,,,
132781,12.21,17789,,,,
132782,12.21,18632,,,,
132783,12.27,20271,,,,
132784,11.92,7051,,,,
132786,11.64,14442,,,,
132787,12.36,18097,,,,
132788,11.60,11655,,,,
132789,12.39,14862,,,,
132790,12.23,24311,,,,
132798,12.32,12670,,,,
132801,12.05,12472,,,,
132802,11.13,18246,,,,
132804,11.90,6697,,,,
132807,11.98,6853,,,,
132810,11.94,9152,,,,
132811,12.35,13893,,,,
132814,12.34,12373,,,,
132816,12.32,12896,,,,
132823,12.10,10578,,,,
132825,12.44,10805,,,,
132826,11.95,17147,,,,
132827,11.33,10665,,,,
132828,12.23,10834,,,,
132835,11.07,5943,,,,
132836,11.73,5811,,,,
132837,11.41,9342,,,,
132839,11.52,9422,113.24,1,011142.4,-300142
132841,12.17,24413,,,,
132846,10.73,9198,,,,
132847,12.00,17005,,,,
132848,11.94,9228,,,,
132853,11.87,5099,104.71,1,011526.0,-314521
132858,11.45,10192,,,,
132859,11.34,5982,87.10,1,011343.2,-315036
132860,12.02,5598,,,,
132862,11.90,5771,,,,
132868,12.04,9883,,,,
132871,12.37,9397,,,,
132874,12.05,17429,,,,
132876,11.86,8873,,,,
132881,12.13,20981,,,,
132886,11.44,9178,,,,
132887,11.97,15785,,,,
132888,12.50,5615,,,,
132891,11.86,14762,,,,
132897,11.92,11533,,,,
132906,12.44,17723,,,,
132909,12.19,9003,,,,
132910,12.21,10553,,,,
132914,12.36,8567,,,,
132919,11.80,12809,,,,
132926,11.57,12326,,,,
132927,11.70,18366,,,,
132935,12.35,18192,,,,
132941,12.12,10517,,,,
132948,12.13,17229,,,,
132950,12.33,17811,,,,
132951,12.36,19153,,,,
132952,12.20,18451,,,,
132955,12.29,10326,,,,
132958,12.45,17830,,,,
132962,12.15,1498,,,,
132963,12.22,17978,,,,
132964,11.78,18314,,,,
132967,12.20,18607,,,,
132968,12.15,18073,,,,
132974,12.15,19641,,,,
132976,12.11,12383,,,,
132977,11.89,9968,,,,
132979,11.58,21884,,,,
132980,12.37,9966,,,,
132986,12.18,18416,,,,
132988,12.02,16406,,,,
132989,11.90,7022,,,,
132990,12.20,12820,,,,
132998,11.40,6723,107.65,1,024814.1,-293144
132999,11.63,6793,,,,
133001,12.23,18203,,,,
133003,12.26,17990,,,,
133004,12.23,17837,,,,
133006,11.53,20879,,,,
133010,12.03,12287,158.49,1,030449.2,-280245
133014,12.23,19325,,,,
133015,12.23,20128,,,,
133019,12.29,18477,,,,
133020,12.02,19465,,,,
133021,11.64,20137,,,,
133022,12.27,3957,,,,
133029,11.89,20114,,,,
133030,11.77,11364,,,,
133039,11.98,13026,,,,
133040,11.89,20887,,,,
133042,11.48,12910,,,,
133043,12.33,12970,,,,
133044,12.18,12969,,,,
133045,11.95,12996,,,,
133053,11.59,4483,,,,
133066,12.09,20310,,,,
133069,12.26,19394,,,,
133074,11.95,17593,,,,
133075,12.10,12260,244.34,1,034145.4,-280727
133077,12.11,18112,,,,
133084,12.38,27725,,,,
133086,12.41,19599,,,,
133087,12.33,19721,,,,
133089,12.14,9900,143.88,1,035216.4,-320723
133091,11.94,21956,,,,
133092,11.84,9611,,,,
133094,12.12,14390,,,,
133095,12.49,18610,,,,
133097,12.43,22391,,,,
133100,11.72,22192,,,,
133106,11.96,13234,,,,
133107,12.35,20648,,,,
133112,11.85,18087,,,,
133113,12.35,18087,,,,
133116,11.83,18127,,,,
133120,12.49,10312,,,,
133122,11.90,17514,,,,
133123,12.35,21159,,,,
133125,12.20,17542,,,,
133127,12.40,15159,,,,
133128,11.58,14782,,,,
133130,11.48,5525,58.34,1,044502.9,-274623
133135,12.11,12769,,,,
133137,12.26,13228,,,,
133139,11.62,18133,,,,
133141,12.12,18424,,,,
133144,12.08,16936,,,,
133148,11.73,12787,131.83,1,042845.5,-281941
133149,12.35,18543,,,,
133150,11.86,14447,,,,
133156,11.80,14032,,,,
133158,12.33,14873,,,,
133159,12.39,15174,224.91,1,044135.4,-294701
133161,11.53,5538,,,,
133163,11.98,22513,,,,
133164,12.06,15594,,,,
133168,11.61,18532,,,,
133172,11.73,12749,,,,
133177,12.41,4282,,,,
133178,11.73,10237,112.20,1,043118.7,-293709
133179,12.32,10306,128.23,1,043113.0,-292536
133183,12.06,10241,,,,
133184,11.40,16854,,,,
133185,11.68,10399,,,,
133187,12.04,16745,,,,
133188,11.96,12885,215.77,1,044323.2,-321739
133190,12.17,24206,,,,
133192,11.86,22255,,,,
133193,12.14,13156,117.49,1,043814.1,-320940
133200,12.08,13748,,,,
133204,11.52,10351,107.15,1,042633.1,-320953
133205,12.38,19342,,,,
133206,11.57,12192,,,,
133208,11.53,11142,,,,
133210,12.11,8484,,,,
133211,11.31,9770,,,,
133212,12.03,9837,,,,
133213,12.44,9668,119.67,1,210345.8,-280208
133215,10.98,9810,89.54,1,210203.0,-282354
133216,11.37,12384,136.14,2,210203.9,-275216
133217,11.48,9708,148.59,2,210159.4,-281536
133218,11.92,11748,101.39,1,210155.6,-274556
133219,12.21,12087,,,,
133220,11.72,10972,,,,
133222,11.27,10785,,,,
133225,12.07,8446,115.35,1,205806.2,-274806
133226,11.17,5560,,,,
133228,12.32,21491,,,,
133229,12.21,14209,,,,
133232,12.43,15885,235.50,1,211340.0,-290256
133234,12.48,13789,,,,
133236,12.30,8516,,,,
133237,11.48,5566,,,,
133238,10.92,5713,,,,
133239,11.42,11388,111.69,1,210328.5,-300005
133241,11.24,9624,,,,
133242,12.44,12526,,,,
133243,11.35,21409,,,,
133245,11.45,11453,,,,
133246,11.38,5598,,,,
133247,11.87,9717,,,,
133251,11.82,8713,,,,
133252,12.29,21024,,,,
133254,11.53,15801,195.88,1,213615.9,-275345
133258,12.00,20214,,,,
133260,12.05,19843,,,,
133264,12.50,18906,,,,
133265,12.42,29500,,,,
133267,11.75,15145,,,,
133272,12.07,14395,,,,
133275,11.51,9605,,,,
133276,11.81,11091,,,,
133278,11.46,6790,79.07,1,213946.3,-295237
133285,12.18,5443,,,,
133287,12.42,20067,,,,
133288,12.32,7944,,,,
133289,11.10,6770,,,,
133290,12.10,25301,,,,
133291,11.79,15191,,,,
133292,12.04,14622,,,,
133293,12.21,5717,,,,
133295,12.02,9768,,,,
133297,11.80,11531,130.62,1,211953.1,-304620
133299,11.93,27091,,,,
133300,11.90,8666,128.23,1,213731.8,-310203
133305,12.44,20357,,,,
133306,11.91,26001,,,,
133308,11.93,19555,,,,
133311,12.45,5881,,,,
133313,11.84,8790,,,,
133315,12.17,14079,,,,
133316,11.78,9159,,,,
133317,12.24,9357,,,,
133328,12.38,21042,,,,
133329,11.69,8995,,,,
133338,11.68,13843,,,,
133343,11.99,12788,,,,
133344,11.70,6817,,,,
133347,12.02,9372,,,,
133352,11.76,16353,,,,
133354,12.30,4942,,,,
133358,12.48,14689,,,,
133361,12.29,16654,,,,
133365,12.00,17954,,,,
133367,12.30,18621,,,,
133368,12.03,8279,,,,
133372,12.24,17848,,,,
133375,11.90,6697,,,,
133378,12.35,20756,,,,
133380,12.16,10629,,,,
133381,12.29,27333,,,,
133382,11.77,15718,,,,
133386,11.80,16832,,,,
133387,12.31,16398,,,,
133390,11.91,17748,,,,
133391,12.02,18146,,,,
133394,12.23,17981,,,,
133398,11.25,17935,,,,
133406,12.29,17150,,,,
133407,12.46,17212,,,,
133410,12.12,8228,,,,
133412,12.03,10340,,,,
133413,12.14,8033,,,,
133418,12.22,8128,,,,
133420,11.50,8031,,,,
133421,11.84,11478,,,,
133422,12.32,11629,,,,
133423,11.38,7820,,,,
133427,11.34,8067,,,,
133428,12.40,17292,,,,
133432,12.25,11755,,,,
133448,12.07,16381,,,,
133449,11.66,17640,,,,
133450,11.84,16683,,,,
133451,12.44,17267,,,,
133452,12.36,17236,,,,
133454,12.26,17250,,,,
133456,12.41,9484,126.47,1,231151.9,-281900
133457,12.22,25842,,,,
133458,11.99,9321,,,,
133462,11.69,8222,,,,
133463,12.33,13265,257.04,1,225858.4,-272843
133466,11.78,23146,,,,
133467,12.27,20590,,,,
133474,11.96,8165,,,,
133476,12.11,20218,,,,
133477,11.89,10807,,,,
133478,11.78,19278,,,,
133479,11.89,17861,,,,
133481,12.29,17825,,,,
133486,12.43,9303,,,,
133487,11.86,9316,147.91,1,230143.2,-312637
133489,12.15,17098,,,,
133494,11.15,7184,,,,
133495,12.22,15074,,,,
133504,11.89,22682,,,,
133507,12.41,24185,,,,
133510,11.74,15400,,,,
133512,11.73,14930,,,,
133514,11.81,10258,,,,
133518,12.20,18712,,,,
133520,12.25,14963,,,,
133522,12.33,14911,,,,
133523,12.27,15544,,,,
133524,11.44,14795,,,,
133527,11.79,14811,154.17,1,231415.9,-291159
133529,12.15,10466,,,,
133530,12.49,15271,,,,
133531,12.01,18217,,,,
133532,12.38,18501,,,,
133538,12.33,14034,,,,
133539,12.28,15632,,,,
133541,12.49,10314,,,,
133542,12.23,15300,218.78,1,234826.3,-284448
133547,12.26,15056,,,,
133559,12.40,10532,,,,
133563,12.15,18257,,,,
133565,12.27,10290,,,,
133571,12.02,13231,,,,
133578,12.15,16330,,,,
133580,11.81,15314,,,,
133581,12.07,14699,,,,
133587,12.45,7824,,,,
133589,12.26,19450,,,,
133592,12.19,32273,,,,
133596,12.17,19559,,,,
133597,12.37,15263,229.09,1,235238.4,-234952
133600,12.25,19078,,,,
133603,12.27,19084,,,,
133604,11.76,18481,,,,
133611,12.06,18817,,,,
133612,11.79,9832,,,,
133614,12.45,18398,,,,
133615,12.13,15123,,,,
133616,12.29,14828,285.76,1,000418.2,-250606
133618,12.19,19631,,,,
133628,12.45,16974,,,,
133629,12.44,14856,,,,
133630,12.01,9705,,,,
133631,12.27,12476,,,,
133632,12.37,10098,,,,
133634,12.04,18107,,,,
133637,11.98,19828,,,,
133638,12.33,19641,,,,
133639,12.26,18928,,,,
133641,11.85,14940,172.19,1,000025.1,-260240
133642,12.24,17540,,,,
133644,12.30,18122,,,,
133652,11.82,17184,,,,
133655,12.37,32671,,,,
133662,12.44,18779,,,,
133665,11.69,9891,,,,
133668,11.73,18775,,,,
133672,12.38,9685,,,,
133675,12.36,13993,,,,
133682,12.12,16589,,,,
133683,11.85,16495,,,,
133687,12.19,28224,,,,
133688,12.46,17843,,,,
133690,11.74,18479,,,,
133694,12.42,15466,,,,
133697,12.36,18007,,,,
133704,,,207.97,1,004443.6,-235118
133708,11.98,13988,,,,
133710,11.94,18526,,,,
133712,12.00,18777,,,,
133714,12.44,18441,,,,
133716,12.33,21784,,,,
133717,12.26,21483,,,,
133719,12.41,21595,,,,
133722,11.82,18955,,,,
133727,11.71,11215,,,,
133731,11.26,16373,,,,
133734,12.19,11701,,,,
133736,12.48,16268,,,,
133737,12.24,5287,,,,
133739,12.39,16657,,,,
133740,12.10,16494,,,,
133741,12.31,16502,,,,
133743,11.73,18407,,,,
133744,11.84,19769,,,,
133746,12.33,18450,,,,
133748,11.80,16636,,,,
133751,11.80,17275,,,,
133755,12.07,11747,,,,
133758,12.26,11658,,,,
133759,11.68,16960,,,,
133761,12.35,12807,,,,
133762,11.88,13008,,,,
133764,12.40,11302,,,,
133771,12.13,19685,,,,
133779,12.18,9970,,,,
133780,12.36,9169,,,,
133781,11.87,9650,115.88,1,012651.7,-225711
133784,12.17,15045,,,,
133786,11.95,20644,,,,
133790,12.39,16421,,,,
133791,12.21,9403,,,,
133792,11.64,12835,,,,
133795,12.40,23574,,,,
133806,11.81,15729,,,,
133810,12.46,13209,,,,
133811,12.22,9163,,,,
133819,12.16,12287,,,,
133822,12.30,16163,,,,
133824,11.94,12164,,,,
133825,12.03,12358,259.42,1,014658.3,-241238
133826,11.69,4096,,,,
133828,11.75,9305,,,,
133829,12.16,16633,,,,
133830,11.98,9308,,,,
133831,12.03,5574,,,,
133832,11.94,5499,,,,
133834,12.14,16616,,,,
133835,12.00,17987,,,,
133840,12.11,16473,,,,
133841,12.35,11317,,,,
133842,12.37,11141,,,,
133843,11.13,9605,110.66,1,021931.8,-225200
133845,12.41,13104,,,,
133847,12.44,9403,,,,
133852,12.32,12749,,,,
133853,12.32,16491,,,,
133855,12.33,16427,,,,
133859,12.36,10454,,,,
133860,12.30,17433,,,,
133861,11.40,10935,,,,
133862,11.98,10843,,,,
133863,12.42,10831,200.45,1,021455.6,-245117
133865,12.18,16674,,,,
133869,11.92,17736,,,,
133871,11.99,17238,,,,
133874,12.10,17237,,,,
133878,11.73,16855,,,,
133884,12.31,15791,,,,
133885,12.31,9749,127.06,1,024004.4,-225522
133887,12.16,15226,,,,
133890,11.90,16019,,,,
133893,12.25,16841,,,,
133896,12.06,10175,112.20,1,022707.8,-225954
133897,12.28,10376,240.99,1,022700.1,-225613
133898,12.26,15824,,,,
133901,12.08,10968,126.47,1,022633.9,-223835
133903,12.38,15195,,,,
133904,12.22,15599,226.99,1,022616.1,-232923
133906,,,174.58,1,022542.3,-231744
133917,12.47,25124,,,,
133921,11.88,17048,,,,
133926,10.96,7015,,,,
133929,11.97,17115,,,,
133933,11.99,16800,,,,
133939,12.32,12611,,,,
133940,12.49,13606,,,,
133945,11.54,4681,,,,
133949,11.68,8190,,,,
133950,12.35,11500,,,,
133951,11.79,11695,,,,
133952,11.86,13604,,,,
133956,12.14,18799,,,,
133957,11.18,10949,,,,
133958,12.24,20418,,,,
133964,12.47,21169,,,,
133971,12.20,33853,,,,
133983,11.18,6418,70.15,1,032850.7,-232838
133984,11.89,15814,,,,
133991,11.97,19271,,,,
133996,12.01,20208,,,,
133999,12.36,20175,,,,
134007,12.05,12029,,,,
134011,11.92,1668,,,,
134013,12.43,11774,200.45,1,032032.1,-240946
134016,12.39,13155,,,,
134018,12.01,15260,,,,
134019,12.14,12361,,,,
134027,11.72,12470,,,,
134028,11.88,15907,,,,
134029,12.04,19505,,,,
134033,12.35,20491,,,,
134035,12.19,14315,,,,
134036,11.97,14375,,,,
134037,12.05,21526,,,,
134042,12.26,18923,,,,
134043,12.45,20423,,,,
134044,11.98,19639,,,,
134045,11.57,12681,149.97,1,035128.6,-231414
134047,12.49,19472,,,,
134054,12.43,11628,,,,
134055,12.12,11638,,,,
